Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2020-01-25,2020,1,25,,3.9,,2.1,,3,,15,,0,,,,,,7.9,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-01-26,2020,1,26,,4,,1.4,,2.7,,15.3,,0,,,,,,1.3,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-01-27,2020,1,27,,2.2,,0.8,,1.5,,16.5,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-01-28,2020,1,28,,2.5,,-1.2,,0.7,,17.3,,0,,,,,,0.4,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-01-29,2020,1,29,,-1,,-6.6,,-3.8,,21.8,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-01-30,2020,1,30,,-1.3,,-5.3,,-3.3,,21.3,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-01-31,2020,1,31,,0.3,,-2.7,,-1.2,,19.2,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-01,2020,2,1,,1.3,,-2,,-0.4,,18.4,,0,,,,,,2.1,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-02,2020,2,2,,2.5,,-0.1,,1.2,,16.8,,0,,,,,,6.1,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-03,2020,2,3,,6.4,,2.2,,4.3,,13.7,,0,,,,,,0.5,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-04,2020,2,4,,3.2,,-3.7,,-0.2,,18.2,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-05,2020,2,5,,-2.3,,-7,,-4.6,,22.6,,0,,,,,,1.1,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-06,2020,2,6,,-2.3,,-4.6,,-3.4,,21.4,,0,,,,,,7.7,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-07,2020,2,7,,-3.4,,-7.6,,-5.5,,23.5,,0,,,,,,1.4,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-08,2020,2,8,,-6.1,,-13.4,,-9.8,,27.8,,0,,,,,,1.1,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-09,2020,2,9,,2.1,,-7.9,,-2.9,,20.9,,0,,,,,,5.8,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-10,2020,2,10,,4.2,,1,,2.6,,15.4,,0,,,,,,1.2,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-11,2020,2,11,,3.8,,-0.9,,1.5,,16.5,,0,,,,,,0,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-12,2020,2,12,,2,,-2.4,,-0.2,,18.2,,0,,,,,,0.9,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-13,2020,2,13,,0.8,,-15.4,,-7.3,,25.3,,0,,,,,,2.4,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-14,2020,2,14,,-7.8,,-19.1,,-13.4,,31.4,,0,,,,,,0.6,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-15,2020,2,15,,1.1,,-8.7,,-3.8,,21.8,,0,,,,,,0.4,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-16,2020,2,16,,4.3,,-1.5,,1.4,,16.6,,0,,,,,,0.4,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-17,2020,2,17,,0.1,,-4.2,,-2,,20,,0,,,,,,1,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-18,2020,2,18,,6.1,,-0.6,,2.8,,15.2,,0,,,,,,8.6,,9,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-19,2020,2,19,,0.3,,-5.7,,-2.7,,20.7,,0,,,,,,0,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-20,2020,2,20,,-4,,-9.1,,-6.5,,24.5,,0,,,,,,1,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-21,2020,2,21,,1,,-9.1,,-4.1,,22.1,,0,,,,,,0.2,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-22,2020,2,22,,5.5,,-3.2,,1.1,,16.9,,0,,,,,,0.2,,4,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-23,2020,2,23,,7.5,,1.7,,4.6,,13.4,,0,,,,,,0.8,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-24,2020,2,24,,9.4,,2.2,,5.8,,12.2,,0,,,,,,1.1,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-25,2020,2,25,,5.6,,1.7,,3.7,,14.3,,0,,,,,,0.2,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-26,2020,2,26,,4.1,,-3.2,,0.4,,17.6,,0,,,,,,11.8,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-27,2020,2,27,,-2.7,,-5.3,,-4,,22,,0,,,,,,3.1,,13,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-28,2020,2,28,,-2.5,,-9.4,,-5.9,,23.9,,0,,,,,,1.1,,8,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-02-29,2020,2,29,,-3.2,,-12.8,,-8,,26,,0,,,,,,1.2,,7,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-01,2020,3,1,,4.5,,-7.7,,-1.6,,19.6,,0,,,,,,0.7,,6,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-02,2020,3,2,,7.1,,2.4,,4.7,,13.3,,0,,,,,,2.1,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-03,2020,3,3,,4.8,,2.7,,3.8,,14.2,,0,,,,,,9.9,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-04,2020,3,4,,7.7,,1.9,,4.8,,13.2,,0,,,,,,0.4,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-05,2020,3,5,,5.2,,-0.9,,2.2,,15.8,,0,,,,,,1.1,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-06,2020,3,6,,3.7,,-0.8,,1.4,,16.6,,0,,,,,,1.2,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-07,2020,3,7,,3.6,,-5.4,,-0.9,,18.9,,0,,,,,,1.1,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-08,2020,3,8,,10.6,,1.2,,5.9,,12.1,,0,,,,,,0.5,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-09,2020,3,9,,17.2,,7.5,,12.4,,5.6,,0,,,,,,0.2,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-10,2020,3,10,,11.5,,-0.4,,5.6,,12.4,,0,,,,,,3.4,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-11,2020,3,11,,3.8,,-0.9,,1.5,,16.5,,0,,,,,,0.2,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-12,2020,3,12,,6.3,,0.6,,3.4,,14.6,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-13,2020,3,13,,8.9,,2.6,,5.8,,12.2,,0,,,,,,6.2,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-14,2020,3,14,,4.7,,-0.1,,2.3,,15.7,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-15,2020,3,15,,4.2,,-2.4,,0.9,,17.1,,0,,,,,,0.8,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-16,2020,3,16,,3.5,,-1.7,,0.9,,17.1,,0,,,,,,1.5,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-17,2020,3,17,,9,,0.7,,4.9,,13.1,,0,,,,,,0.4,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-18,2020,3,18,,4.5,,-0.7,,1.9,,16.1,,0,,,,,,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-19,2020,3,19,,6.7,,2.9,,4.8,,13.2,,0,,,,,,2.3,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-20,2020,3,20,,15.5,,-3.6,,5.9,,12.1,,0,,,,,,4.6,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-21,2020,3,21,,1.8,,-7.7,,-2.9,,20.9,,0,,,,,,0.9,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-22,2020,3,22,,2.2,,-4.7,,-1.2,,19.2,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-23,2020,3,23,,3.9,,0.4,,2.2,,15.8,,0,,,,,,12.1,,3,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-24,2020,3,24,,5.2,,1.3,,3.3,,14.7,,0,,,,,,0.2,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-25,2020,3,25,,8.7,,2.6,,5.7,,12.3,,0,,,,,,1,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-26,2020,3,26,,14.2,,3.7,,8.9,,9.1,,0,,,,,,0.9,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-27,2020,3,27,,9.3,,2.6,,5.9,,12.1,,0,,,,,,0.9,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-28,2020,3,28,,7.2,,3.8,,5.5,,12.5,,0,,,,,,1.1,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-29,2020,3,29,,18.4,,4.9,,11.7,,6.3,,0,,,,,,11.3,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-30,2020,3,30,,9.7,,5.6,,7.6,,10.4,,0,,,,,,2.5,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-03-31,2020,3,31,,6.3,,4.4,,5.4,,12.6,,0,,,,,,0.3,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-01,2020,4,1,,9.4,,2.7,,6.1,,11.9,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-02,2020,4,2,,14.1,,3.5,,8.8,,9.2,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-03,2020,4,3,,12.1,,2.9,,7.5,,10.5,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-04,2020,4,4,,10.9,,7.1,,9,,9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-05,2020,4,5,,11.2,,3.6,,7.4,,10.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-06,2020,4,6,,12.8,,1.6,,7.2,,10.8,,0,,,,,,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-07,2020,4,7,,13.6,,5.4,,9.5,,8.5,,0,,,,,,6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-08,2020,4,8,,14.7,,6.2,,10.4,,7.6,,0,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-09,2020,4,9,,10.1,,2.1,,6.1,,11.9,,0,,,,,,8.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-10,2020,4,10,,8.1,,1,,4.5,,13.5,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-11,2020,4,11,,9.7,,0,,4.8,,13.2,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-12,2020,4,12,,13,,5,,9,,9,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-13,2020,4,13,,14.6,,3.5,,9.1,,8.9,,0,,,,,,14.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-14,2020,4,14,,7.8,,0.2,,4,,14,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-15,2020,4,15,,5.3,,-1.4,,2,,16,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-16,2020,4,16,,5.2,,-2.1,,1.6,,16.4,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-17,2020,4,17,,5.9,,-0.9,,2.5,,15.5,,0,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-18,2020,4,18,,10.9,,-0.9,,5,,13,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-19,2020,4,19,,13.5,,0.2,,6.8,,11.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-20,2020,4,20,,6.4,,-0.6,,2.9,,15.1,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-21,2020,4,21,,7.8,,-0.9,,3.4,,14.6,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-22,2020,4,22,,6.6,,-1.9,,2.4,,15.6,,0,,,,,,1.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-23,2020,4,23,,5.6,,-0.1,,2.8,,15.2,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-24,2020,4,24,,10.9,,5.6,,8.3,,9.7,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-25,2020,4,25,,12.9,,2.8,,7.8,,10.2,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-26,2020,4,26,,11.7,,6.7,,9.2,,8.8,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-27,2020,4,27,,13.5,,5.3,,9.4,,8.6,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-28,2020,4,28,,11.3,,6.8,,9.1,,8.9,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-29,2020,4,29,,13.7,,7.5,,10.6,,7.4,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-04-30,2020,4,30,,13.1,,8.7,,10.9,,7.1,,0,,,,,,8.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-01,2020,5,1,,16.1,,8.5,,12.3,,5.7,,0,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-02,2020,5,2,,14.9,,7.3,,11.1,,6.9,,0,,,,,,2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-03,2020,5,3,,21.9,,9,,15.4,,2.6,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-04,2020,5,4,,11.1,,3.5,,7.3,,10.7,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-05,2020,5,5,,8.9,,1.9,,5.4,,12.6,,0,,,,,,1.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-06,2020,5,6,,12.2,,4.9,,8.6,,9.4,,0,,,,,,1.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-07,2020,5,7,,13.9,,3.2,,8.5,,9.5,,0,,,,,,1.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-08,2020,5,8,,5.7,,-1.5,,2.1,,15.9,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-09,2020,5,9,,6.5,,-2.1,,2.2,,15.8,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-10,2020,5,10,,10.2,,1.5,,5.8,,12.2,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-11,2020,5,11,,8.3,,0.9,,4.6,,13.4,,0,,,,,,4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-12,2020,5,12,,8.8,,-0.4,,4.2,,13.8,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-13,2020,5,13,,12.5,,0,,6.2,,11.8,,0,,,,,,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-14,2020,5,14,,10.7,,7,,8.9,,9.1,,0,,,,,,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-15,2020,5,15,,18.8,,8.7,,13.7,,4.3,,0,,,,,,4.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-16,2020,5,16,,16.7,,9.6,,13.2,,4.8,,0,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-17,2020,5,17,,15.3,,9.8,,12.5,,5.5,,0,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-18,2020,5,18,,15.6,,11.4,,13.5,,4.5,,0,,,,,,8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-19,2020,5,19,,17.7,,12.3,,15,,3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-20,2020,5,20,,18.3,,11.5,,14.9,,3.1,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-21,2020,5,21,,20.4,,10.3,,15.4,,2.6,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-22,2020,5,22,,23.5,,10.7,,17.1,,0.9,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-23,2020,5,23,,24.4,,14.1,,19.2,,0,,1.2,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-24,2020,5,24,,24.7,,15.9,,20.3,,0,,2.3,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-25,2020,5,25,,29.7,,18.4,,24.1,,0,,6.1,,,,,,1.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-26,2020,5,26,,31.5,,17.9,,24.7,,0,,6.7,,,,,,1.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-27,2020,5,27,,28.5,,19.7,,24.1,,0,,6.1,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-28,2020,5,28,,23.7,,17.8,,20.8,,0,,2.8,,,,,,7.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-29,2020,5,29,,23.8,,13.4,,18.6,,0,,0.6,,,,,,3.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-30,2020,5,30,,19.3,,9.4,,14.4,,3.6,,0,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-05-31,2020,5,31,,16.6,,7.8,,12.2,,5.8,,0,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-01,2020,6,1,,23.8,,9.7,,16.8,,1.2,,0,,,,,,1.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-02,2020,6,2,,23.2,,14.1,,18.6,,0,,0.6,,,,,,6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-03,2020,6,3,,28.1,,14,,21,,0,,3,,,,,,2.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-04,2020,6,4,,28.8,,16,,22.4,,0,,4.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-05,2020,6,5,,25.8,,17.3,,21.6,,0,,3.6,,,,,,4.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-06,2020,6,6,,25.3,,15.2,,20.2,,0,,2.2,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-07,2020,6,7,,21.6,,12.7,,17.2,,0.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-08,2020,6,8,,22.8,,12.2,,17.5,,0.5,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-09,2020,6,9,,30.5,,16.1,,23.3,,0,,5.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-10,2020,6,10,,30.4,,16.9,,23.7,,0,,5.7,,,,,,15.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-11,2020,6,11,,24.5,,16.6,,20.6,,0,,2.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-12,2020,6,12,,19.3,,10.7,,15,,3,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-13,2020,6,13,,18.1,,9.8,,13.9,,4.1,,0,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-14,2020,6,14,,18.1,,10.3,,14.2,,3.8,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-15,2020,6,15,,20.7,,12,,16.4,,1.6,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-16,2020,6,16,,24.1,,12.3,,18.2,,0,,0.2,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-17,2020,6,17,,27.3,,14.5,,20.9,,0,,2.9,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-18,2020,6,18,,29.1,,16.8,,23,,0,,5,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-19,2020,6,19,,29,,18.9,,23.9,,0,,5.9,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-20,2020,6,20,,31.3,,19.5,,25.4,,0,,7.4,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-21,2020,6,21,,30.1,,20.1,,25.1,,0,,7.1,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,2020-06-22,2020,6,22,,30.9,,20.9,,25.9,,0,,7.9,,,,,,0.5,,,,,M,,M
